domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,3.0,9.15,HR,Manager,14240230.153945943,0.0,High,Excellent,42,422,42720690.46183783,85441380.92367566,199363222.1552432,4746743.384648648,1.14375,Mid-term,3.5,4,3560057.538486486,1,14240230.153945943,3.0
Kabupaten Bogor,Perempuan,Married,1,D3,3.0,9.51,Corporate Strategy & Communications,Senior,7245089.690553064,0.0,Very High,Excellent,43,804,21735269.071659192,43470538.14331839,188372331.95437968,3622544.845276532,1.18875,Mid-term,6.5,3,2415029.8968510213,4,1811272.422638266,3.6
Kota Jakarta Timur,Laki-laki,Single,0,D1,8.0,9.86,Marketing,Staff,3425004.0,0.0,Low,Good,24,650,10275012.0,20550024.0,71925084.0,3425004.0,1.2325,Mid-term,2.333333333333333,1,3425004.0,2,1712502.0,1.4
Kota Jakarta Barat,Laki-laki,Married,0,SLTA,1.0,9.43,Service & Support,Senior,9635576.114040175,0.0,Very High,Excellent,52,410,28906728.34212053,57813456.68424106,125262489.48252228,9635576.114040175,1.17875,Mid-term,6.5,3,3211858.704680058,1,9635576.114040175,3.6
Kabupaten Bogor,Perempuan,Married,3,SLTA,11.0,9.21,Corporate Strategy & Communications,Senior,12903676.500685984,0.0,Very High,Outstanding,52,874,38711029.50205796,77422059.00411591,374206618.5198935,3225919.125171496,1.15125,Mid-term,2.4166666666666665,3,4301225.500228661,1,12903676.500685984,4.0
Tangerang,Laki-laki,Married,4,D1,2.0,9.05,Finance & Accounting,Staff,3490436.0,0.0,High,Good,38,431,10471308.0,20942616.0,48866104.0,698087.2,1.13125,Mid-term,4.666666666666667,1,3490436.0,2,1745218.0,2.6
Kota Jakarta Timur,Perempuan,Married,5,SLTA,5.0,9.41,Engineering & IT,Senior,14633621.244835382,0.0,Very High,Outstanding,55,444,43900863.73450615,87801727.46901229,204870697.42769536,2438936.87413923,1.17625,Mid-term,2.333333333333333,3,4877873.74827846,1,14633621.244835382,4.0
Kota Jakarta Timur,Laki-laki,Married,5,SLTA,0.0,9.86,Service & Support,Manager,8610046.094208956,0.0,High,Outstanding,49,485,25830138.282626867,51660276.565253735,137760737.5073433,1435007.6823681593,1.2325,Mid-term,16.0,4,2152511.523552239,1,8610046.094208956,3.4
Tangerang,Perempuan,Married,2,SLTA,7.0,9.85,Creative & Design,Staff,2956756.0,0.0,Medium,Low,37,809,8870268.0,17740536.0,76875656.0,985585.3333333334,1.23125,Mid-term,3.25,1,2956756.0,1,2956756.0,1.6
Kota Jakarta Pusat,Perempuan,Single,0,SLTA,12.0,9.59,Service & Support,Staff,2079437.0,0.0,Low,Low,25,756,6238311.0,12476622.0,51985925.0,2079437.0,1.19875,Mid-term,1.9230769230769231,1,2079437.0,1,2079437.0,1.0
Kota Jakarta Barat,Perempuan,Married,3,D3,3.0,9.85,Creative & Design,Staff,3820869.0,0.0,Medium,Good,38,483,11462607.0,22925214.0,61133904.0,955217.25,1.23125,Mid-term,4.0,1,3820869.0,4,955217.25,2.0
Kota Bogor,Perempuan,Single,0,SLTA,6.0,9.26,Engineering & IT,Staff,2729846.0,0.0,Medium,Excellent,30,780,8189538.0,16379076.0,70975996.0,2729846.0,1.1575,Mid-term,3.7142857142857135,1,2729846.0,1,2729846.0,2.4000000000000004
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,11.0,9.22,HR,Staff,1681721.0,0.0,Low,Low,35,525,5045163.0,10090326.0,28589257.0,560573.6666666666,1.1525,Mid-term,1.4166666666666667,1,1681721.0,1,1681721.0,1.0
Tangerang,Laki-laki,Single,0,D2,7.0,9.89,HR,Staff,3452634.0,0.0,Low,Excellent,34,995,10357902.0,20715804.0,113936922.0,3452634.0,1.23625,Mid-term,4.125,1,3452634.0,3,1150878.0,1.8000000000000005
Tangerang,Laki-laki,Married,2,D3,10.0,9.27,Finance & Accounting,Manager,7601004.583951612,0.0,Very High,Excellent,46,520,22803013.75185484,45606027.50370968,129217077.9271774,2533668.1946505373,1.15875,Mid-term,1.5454545454545454,4,1900251.145987903,4,1900251.145987903,3.6
Kota Bekasi,Laki-laki,Married,2,D1,5.0,9.2,Service & Support,Manager,9498928.0600945,0.0,Very High,Excellent,41,497,28496784.1802835,56993568.360567,151982848.961512,3166309.353364833,1.15,Mid-term,2.6666666666666665,4,2374732.015023625,2,4749464.03004725,3.6
Kota Jakarta Selatan,Laki-laki,Single,0,D2,2.0,9.26,Finance & Accounting,Staff,4249947.0,0.0,Medium,Good,40,786,12749841.0,25499682.0,110498622.0,4249947.0,1.1575,Mid-term,8.666666666666666,1,4249947.0,3,1416649.0,2.0
Kota Bogor,Laki-laki,Married,2,D1,2.0,9.49,Service & Support,Manager,10650948.266789729,0.0,High,Excellent,43,918,31952844.80036919,63905689.60073838,319528448.00369185,3550316.0889299097,1.18625,Mid-term,10.0,4,2662737.066697432,2,5325474.133394864,3.0
Kepulauan Seribu,Laki-laki,Married,3,D3,5.0,9.51,HR,Staff,3842693.0,0.0,High,Good,40,843,11528079.0,23056158.0,107595404.0,960673.25,1.18875,Mid-term,4.666666666666667,1,3842693.0,4,960673.25,2.6
Tangerang,Laki-laki,Married,3,D3,2.0,9.87,Operations,Manager,9952334.222938571,0.0,High,Outstanding,53,531,29857002.66881572,59714005.33763143,169189681.7899557,2488083.555734643,1.23375,Mid-term,5.666666666666667,4,2488083.555734643,4,2488083.555734643,3.4
Kabupaten Bogor,Perempuan,Married,0,D2,0.0,9.58,Operations,Staff,4516957.0,0.0,Low,Good,28,908,13550871.0,27101742.0,135508710.0,4516957.0,1.1975,Mid-term,30.0,1,4516957.0,3,1505652.3333333333,1.4
Kabupaten Bekasi,Laki-laki,Divorce,1,D2,7.0,9.04,HR,Staff,3261698.0,0.0,High,Excellent,33,445,9785094.0,19570188.0,45663772.0,1630849.0,1.13,Mid-term,1.75,1,3261698.0,3,1087232.6666666667,3.0
Kabupaten Bekasi,Perempuan,Single,0,D1,8.0,9.7,Marketing,Staff,3493506.0,0.0,Medium,Low,24,704,10480518.0,20961036.0,80350638.0,3493506.0,1.2125,Mid-term,2.555555555555556,1,3493506.0,2,1746753.0,1.6
Tangerang,Laki-laki,Single,0,D3,5.0,9.22,Creative & Design,Staff,3175856.0,0.0,Low,Excellent,27,435,9527568.0,19055136.0,44461984.0,3175856.0,1.1525,Mid-term,2.333333333333333,1,3175856.0,4,793964.0,1.8000000000000005
Kota Jakarta Selatan,Laki-laki,Married,1,SLTA,0.0,9.51,Finance & Accounting,Staff,1750440.0,0.0,Medium,Low,38,410,5251320.0,10502640.0,22755720.0,875220.0,1.18875,Mid-term,13.0,1,1750440.0,1,1750440.0,1.6
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,6.0,9.57,HR,Staff,1974872.0,0.0,High,Good,39,760,5924616.0,11849232.0,49371800.0,658290.6666666666,1.19625,Mid-term,3.571428571428572,1,1974872.0,1,1974872.0,2.6
Kota Jakarta Utara,Perempuan,Married,0,D1,0.0,9.82,Service & Support,Staff,4238813.0,0.0,Medium,Excellent,28,432,12716439.0,25432878.0,59343382.0,4238813.0,1.2275,Mid-term,14.0,1,4238813.0,2,2119406.5,2.4000000000000004
Kabupaten Bogor,Laki-laki,Married,0,SLTA,2.0,9.51,Creative & Design,Senior,9274725.275015635,0.0,Very High,Excellent,42,487,27824175.825046904,55648351.65009381,148395604.40025017,9274725.275015635,1.18875,Mid-term,5.333333333333333,3,3091575.0916718785,1,9274725.275015635,3.6
Kota Bekasi,Perempuan,Married,2,SLTA,2.0,9.56,Finance & Accounting,Senior,12983419.787480142,0.0,Very High,Outstanding,42,795,38950259.36244042,77900518.72488084,337568914.47448367,4327806.595826714,1.195,Mid-term,8.666666666666666,3,4327806.595826714,1,12983419.787480142,4.0
Kota Jakarta Selatan,Laki-laki,Single,0,SLTA,6.0,9.54,Marketing,Staff,2580549.0,0.0,High,Excellent,24,453,7741647.0,15483294.0,38708235.0,2580549.0,1.1925,Mid-term,2.142857142857143,1,2580549.0,1,2580549.0,3.0
Tangerang,Laki-laki,Married,2,D1,7.0,9.16,Finance & Accounting,Staff,4048206.0,0.0,Low,Excellent,25,801,12144618.0,24289236.0,105253356.0,1349402.0,1.145,Mid-term,3.25,1,4048206.0,2,2024103.0,1.8000000000000005
Kabupaten Bogor,Laki-laki,Married,1,SLTA,0.0,9.7,HR,Staff,1815942.0,0.0,Medium,Excellent,32,389,5447826.0,10895652.0,21791304.0,907971.0,1.2125,Mid-term,0.0,1,1815942.0,1,1815942.0,2.4000000000000004
Tangerang,Perempuan,Married,2,SLTA,0.0,9.64,Engineering & IT,Staff,2741731.0,0.0,Medium,Excellent,40,426,8225193.0,16450386.0,38384234.0,913910.3333333334,1.205,Mid-term,14.0,1,2741731.0,1,2741731.0,2.4000000000000004
Kota Bekasi,Perempuan,Married,0,D1,4.0,9.09,Service & Support,Staff,3502455.0,0.0,Low,Excellent,28,915,10507365.0,21014730.0,105073650.0,3502455.0,1.13625,Mid-term,6.0,1,3502455.0,2,1751227.5,1.8000000000000005
Kepulauan Seribu,Laki-laki,Married,1,D2,2.0,9.74,Service & Support,Staff,4708725.0,0.0,Low,Excellent,32,421,14126175.0,28252350.0,65922150.0,2354362.5,1.2175,Mid-term,4.666666666666667,1,4708725.0,3,1569575.0,1.8000000000000005
Kota Depok,Perempuan,Married,5,SLTA,9.0,9.17,Engineering & IT,Staff,2654272.0,0.0,High,Low,36,445,7962816.0,15925632.0,37159808.0,442378.6666666667,1.14625,Mid-term,1.4,1,2654272.0,1,2654272.0,2.2
Kota Bogor,Perempuan,Married,2,D3,5.0,9.85,Operations,Staff,3812089.0,0.0,High,Excellent,39,554,11436267.0,22872534.0,68617602.0,1270696.3333333333,1.23125,Mid-term,3.0,1,3812089.0,4,953022.25,3.0
Kota Jakarta Timur,Laki-laki,Single,0,D2,6.0,9.56,Operations,Staff,4023395.0,0.0,Medium,Excellent,24,643,12070185.0,24140370.0,84491295.0,4023395.0,1.195,Mid-term,3.0,1,4023395.0,3,1341131.6666666667,2.4000000000000004
Kota Depok,Laki-laki,Married,1,SLTA,13.0,9.28,Marketing,Staff,1016526.0,0.0,Medium,Low,28,386,3049578.0,6099156.0,12198312.0,508263.0,1.16,Mid-term,0.8571428571428571,1,1016526.0,1,1016526.0,1.6
Kota Jakarta Selatan,Perempuan,Married,3,SLTA,0.0,9.02,Service & Support,Staff,1907215.0,0.0,Medium,Good,38,406,5721645.0,11443290.0,24793795.0,476803.75,1.1275,Mid-term,0.0,1,1907215.0,1,1907215.0,2.0
Kota Jakarta Utara,Laki-laki,Married,2,D3,1.0,9.5,Finance & Accounting,Staff,4340967.0,0.0,Low,Excellent,40,682,13022901.0,26045802.0,95501274.0,1446989.0,1.1875,Mid-term,11.0,1,4340967.0,4,1085241.75,1.8000000000000005
Kota Depok,Laki-laki,Married,3,D1,2.0,9.42,Marketing,Manager,9175108.19619009,0.0,High,Excellent,48,554,27525324.588570274,55050649.17714055,165151947.53142163,2293777.0490475227,1.1775,Mid-term,6.0,4,2293777.0490475227,2,4587554.098095045,3.0
Kota Jakarta Selatan,Laki-laki,Married,3,D1,8.0,9.74,Corporate Strategy & Communications,Manager,6439533.280744675,0.0,High,Outstanding,48,959,19318599.842234023,38637199.684468046,199625531.7030849,1609883.320186169,1.2175,Mid-term,3.4444444444444446,4,1609883.320186169,2,3219766.6403723373,3.4
Kota Jakarta Timur,Laki-laki,Single,0,D1,5.0,9.81,HR,Staff,3477585.0,0.0,High,Good,31,505,10432755.0,20865510.0,55641360.0,3477585.0,1.22625,Mid-term,2.6666666666666665,1,3477585.0,2,1738792.5,2.6
Kepulauan Seribu,Laki-laki,Divorce,4,SLTA,12.0,9.34,Operations,Manager,13705885.655619014,0.0,Very High,Outstanding,48,451,41117656.966857046,82235313.93371409,205588284.8342852,2741177.1311238026,1.1675,Mid-term,1.1538461538461535,4,3426471.413904753,1,13705885.655619014,4.0
Kota Depok,Laki-laki,Married,0,D1,2.0,9.31,Creative & Design,Staff,4952093.0,0.0,Medium,Excellent,40,481,14856279.0,29712558.0,79233488.0,4952093.0,1.16375,Mid-term,5.333333333333333,1,4952093.0,2,2476046.5,2.4000000000000004
Kota Jakarta Barat,Laki-laki,Married,4,SLTA,5.0,9.51,Marketing,Manager,13437405.186579157,0.0,High,Outstanding,55,793,40312215.559737474,80624431.11947495,349372534.85105807,2687481.0373158315,1.18875,Mid-term,4.333333333333333,4,3359351.296644789,1,13437405.186579157,3.4
Kabupaten Bekasi,Perempuan,Married,0,SLTA,0.0,9.36,Service & Support,Staff,1109121.0,0.0,High,Excellent,25,90,3327363.0,6654726.0,3327363.0,1109121.0,1.17,Short-term,3.0,1,1109121.0,1,1109121.0,3.0
Kota Depok,Laki-laki,Married,1,SLTA,12.0,9.3,Creative & Design,Staff,1789426.0,0.0,Low,Low,25,429,5368278.0,10736556.0,25051964.0,894713.0,1.1625,Mid-term,1.0769230769230769,1,1789426.0,1,1789426.0,1.0
Kabupaten Bekasi,Perempuan,Married,4,SLTA,3.0,9.32,Creative & Design,Senior,8523915.781171847,0.0,High,Excellent,53,676,25571747.34351554,51143494.68703108,187526147.18578064,1704783.1562343694,1.165,Mid-term,5.5,3,2841305.260390616,1,8523915.781171847,3.0
Tangerang,Laki-laki,Married,1,SLTA,3.0,9.69,Finance & Accounting,Staff,2297508.0,0.0,Low,Low,32,390,6892524.0,13785048.0,29867604.0,1148754.0,1.21125,Mid-term,3.25,1,2297508.0,1,2297508.0,1.0
Kota Jakarta Timur,Laki-laki,Married,3,SLTA,5.0,9.38,Finance & Accounting,Manager,14845837.595311848,0.0,High,Excellent,44,862,44537512.78593554,89075025.57187109,415683452.66873175,3711459.398827962,1.1725,Mid-term,4.666666666666667,4,3711459.398827962,1,14845837.595311848,3.0
Kepulauan Seribu,Perempuan,Married,2,SLTA,10.0,9.86,Operations,Staff,1519413.0,0.0,High,Good,32,799,4558239.0,9116478.0,39504738.0,506471.0,1.2325,Mid-term,2.363636363636364,1,1519413.0,1,1519413.0,2.6
Kota Jakarta Pusat,Laki-laki,Married,1,SLTA,2.0,9.4,Marketing,Manager,14866325.73272594,0.0,Very High,Excellent,49,879,44598977.19817782,89197954.39635564,431123446.2490523,7433162.86636297,1.175,Mid-term,9.666666666666666,4,3716581.433181485,1,14866325.73272594,3.6
Kota Depok,Perempuan,Married,1,SLTA,2.0,9.75,Creative & Design,Senior,12315968.31136069,0.0,High,Excellent,51,421,36947904.93408208,73895809.86816415,172423556.35904968,6157984.155680345,1.21875,Mid-term,4.666666666666667,3,4105322.7704535634,1,12315968.31136069,3.0
Kota Jakarta Pusat,Laki-laki,Married,3,SLTA,8.0,9.26,Marketing,Senior,9986906.525391974,0.0,Very High,Outstanding,47,436,29960719.57617592,59921439.15235184,139816691.35548764,2496726.6313479934,1.1575,Mid-term,1.5555555555555556,3,3328968.8417973244,1,9986906.525391974,4.0
Kota Bekasi,Laki-laki,Single,0,SLTA,9.0,9.46,Finance & Accounting,Staff,2794030.0,0.0,Low,Low,32,609,8382090.0,16764180.0,55880600.0,2794030.0,1.1825,Mid-term,2.0,1,2794030.0,1,2794030.0,1.0
Kota Jakarta Pusat,Perempuan,Single,0,SLTA,7.0,9.55,Finance & Accounting,Staff,2563421.0,0.0,High,Low,27,939,7690263.0,15380526.0,79466051.0,2563421.0,1.19375,Mid-term,3.875,1,2563421.0,1,2563421.0,2.2
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,0.0,9.32,Operations,Staff,2300998.0,0.0,Medium,Good,38,781,6902994.0,13805988.0,59825948.0,766999.3333333334,1.165,Mid-term,26.0,1,2300998.0,1,2300998.0,2.0
Kota Jakarta Timur,Perempuan,Married,4,D1,2.0,9.46,HR,Manager,7712892.752681443,0.0,High,Outstanding,47,816,23138678.25804433,46277356.51608866,208248104.32239896,1542578.5505362884,1.1825,Mid-term,9.0,4,1928223.1881703609,2,3856446.376340721,3.4
Kota Jakarta Utara,Laki-laki,Single,0,D3,1.0,9.17,Creative & Design,Staff,4768259.0,0.0,Low,Low,23,486,14304777.0,28609554.0,76292144.0,4768259.0,1.14625,Mid-term,8.0,1,4768259.0,4,1192064.75,1.0
Kabupaten Bogor,Laki-laki,Single,0,D2,8.0,9.33,Operations,Staff,3995070.0,0.0,Low,Low,25,844,11985210.0,23970420.0,111861960.0,3995070.0,1.16625,Mid-term,3.111111111111111,1,3995070.0,3,1331690.0,1.0
Kota Jakarta Barat,Laki-laki,Married,1,D3,5.0,9.12,Marketing,Staff,3502438.0,0.0,High,Low,31,963,10507314.0,21014628.0,112078016.0,1751219.0,1.14,Mid-term,5.333333333333333,1,3502438.0,4,875609.5,2.2
Kota Bogor,Perempuan,Married,3,SLTA,12.0,9.23,Creative & Design,Manager,8350773.884473892,0.0,High,Outstanding,52,419,25052321.65342168,50104643.30684336,108560060.4981606,2087693.471118473,1.15375,Mid-term,1.0,4,2087693.471118473,1,8350773.884473892,3.4
Kota Bekasi,Perempuan,Married,1,S1,0.0,9.75,Finance & Accounting,Junior,6533299.0,0.0,High,Good,33,606,19599897.0,39199794.0,130665980.0,3266649.5,1.21875,Mid-term,20.0,2,3266649.5,5,1306659.8,2.6
Kota Jakarta Barat,Laki-laki,Married,0,SLTA,4.0,9.68,HR,Staff,2425305.0,0.0,Low,Low,29,498,7275915.0,14551830.0,38804880.0,2425305.0,1.21,Mid-term,3.2,1,2425305.0,1,2425305.0,1.0
Kabupaten Bogor,Perempuan,Married,0,D3,3.0,9.62,HR,Staff,3901639.0,0.0,Low,Excellent,24,538,11704917.0,23409834.0,66327863.0,3901639.0,1.2025,Mid-term,4.25,1,3901639.0,4,975409.75,1.8000000000000005
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,10.0,9.66,Corporate Strategy & Communications,Staff,1573419.0,0.0,Medium,Excellent,32,858,4720257.0,9440514.0,44055732.0,393354.75,1.2075,Mid-term,2.5454545454545454,1,1573419.0,1,1573419.0,2.4000000000000004
Kabupaten Bekasi,Perempuan,Married,3,D1,3.0,9.6,Service & Support,Senior,8526735.588171251,0.0,High,Outstanding,43,495,25580206.76451376,51160413.52902751,136427769.41074002,2131683.897042813,1.2,Mid-term,4.0,3,2842245.196057084,2,4263367.794085626,3.4
Kota Jakarta Selatan,Perempuan,Married,1,D2,2.0,9.7,Marketing,Staff,4662193.0,0.0,Medium,Good,24,948,13986579.0,27973158.0,144527983.0,2331096.5,1.2125,Mid-term,10.333333333333334,1,4662193.0,3,1554064.3333333333,2.0
Kota Jakarta Barat,Laki-laki,Divorce,2,SLTA,12.0,9.12,Service & Support,Senior,10713590.88619072,0.0,High,Outstanding,45,414,32140772.65857216,64281545.31714432,139276681.52047935,3571196.9620635733,1.14,Mid-term,1.0,3,3571196.9620635733,1,10713590.88619072,3.4
Kabupaten Bogor,Perempuan,Married,1,SLTA,11.0,9.33,Finance & Accounting,Staff,2342061.0,0.0,High,Excellent,37,787,7026183.0,14052366.0,60893586.0,1171030.5,1.16625,Mid-term,2.1666666666666665,1,2342061.0,1,2342061.0,3.0
Tangerang,Laki-laki,Married,1,D1,7.0,9.65,Marketing,Staff,4032878.0,0.0,High,Good,36,988,12098634.0,24197268.0,129052096.0,2016439.0,1.20625,Mid-term,4.0,1,4032878.0,2,2016439.0,2.6
Kabupaten Bekasi,Laki-laki,Married,1,SLTA,9.0,9.13,Operations,Staff,2112813.0,0.0,Medium,Excellent,35,420,6338439.0,12676878.0,29579382.0,1056406.5,1.14125,Mid-term,1.4,1,2112813.0,1,2112813.0,2.4000000000000004
Tangerang,Laki-laki,Married,4,SLTA,0.0,9.14,Engineering & IT,Staff,2358962.0,0.0,Medium,Good,36,904,7076886.0,14153772.0,70768860.0,471792.4,1.1425,Mid-term,30.0,1,2358962.0,1,2358962.0,2.0
Kota Jakarta Timur,Laki-laki,Divorce,2,SLTA,4.0,9.45,HR,Senior,12179929.688683145,0.0,Very High,Outstanding,49,381,36539789.06604944,73079578.13209887,146159156.26419774,4059976.5628943816,1.18125,Mid-term,2.4,3,4059976.5628943816,1,12179929.688683145,4.0
Kota Depok,Laki-laki,Single,0,SLTA,8.0,9.62,Creative & Design,Staff,1231970.0,0.0,Medium,Low,27,814,3695910.0,7391820.0,33263190.0,1231970.0,1.2025,Mid-term,3.0,1,1231970.0,1,1231970.0,1.6
Kota Jakarta Selatan,Laki-laki,Single,0,D2,5.0,9.13,Engineering & IT,Manager,6862989.250891245,0.0,High,Excellent,55,599,20588967.75267373,41177935.50534747,130396795.76693363,6862989.250891245,1.14125,Mid-term,3.1666666666666665,4,1715747.3127228112,3,2287663.083630415,3.0
Kabupaten Bekasi,Perempuan,Married,3,SLTA,0.0,9.27,Service & Support,Senior,13132912.476505795,0.0,High,Excellent,46,693,39398737.42951739,78797474.85903478,302056986.9596333,3283228.119126449,1.15875,Mid-term,23.0,3,4377637.492168599,1,13132912.476505795,3.0
Kabupaten Bogor,Laki-laki,Married,3,SLTA,7.0,9.07,Creative & Design,Senior,10844446.745083597,0.0,Very High,Excellent,52,396,32533340.23525079,65066680.47050158,140977807.68608674,2711111.686270899,1.13375,Mid-term,1.625,3,3614815.581694532,1,10844446.745083597,3.6
Kota Jakarta Barat,Perempuan,Married,1,D3,0.0,9.01,HR,Staff,4210944.0,0.0,High,Low,39,541,12632832.0,25265664.0,75796992.0,2105472.0,1.12625,Mid-term,18.0,1,4210944.0,4,1052736.0,2.2
Kabupaten Bekasi,Laki-laki,Married,2,D2,1.0,9.22,Creative & Design,Manager,6564192.898202809,0.0,Very High,Outstanding,53,417,19692578.694608428,39385157.389216855,85334507.67663652,2188064.2994009363,1.1525,Mid-term,6.5,4,1641048.224550702,3,2188064.2994009363,4.0
Kabupaten Bekasi,Laki-laki,Married,1,SLTA,5.0,9.25,Finance & Accounting,Senior,11827217.863338633,0.0,High,Excellent,49,419,35481653.590015896,70963307.18003179,153753832.22340223,5913608.931669316,1.15625,Mid-term,2.1666666666666665,3,3942405.954446211,1,11827217.863338633,3.0
Tangerang,Laki-laki,Married,3,SLTA,5.0,9.37,Creative & Design,Staff,1933049.0,0.0,Low,Good,32,454,5799147.0,11598294.0,28995735.0,483262.25,1.17125,Mid-term,2.5,1,1933049.0,1,1933049.0,1.4
Kota Jakarta Timur,Perempuan,Married,1,D3,0.0,9.28,Service & Support,Senior,7634021.101613394,0.0,Very High,Outstanding,47,820,22902063.30484018,45804126.60968036,206118569.74356163,3817010.550806697,1.16,Mid-term,27.0,3,2544673.700537798,4,1908505.2754033485,4.0
Kabupaten Bogor,Perempuan,Married,1,D3,1.0,9.51,HR,Manager,9568497.486787636,0.0,Very High,Excellent,45,885,28705492.460362907,57410984.920725815,277486427.11684144,4784248.743393818,1.18875,Mid-term,14.5,4,2392124.371696909,4,2392124.371696909,3.6
Kota Bogor,Laki-laki,Single,0,D1,2.0,9.62,Finance & Accounting,Staff,4096734.0,0.0,Low,Low,25,849,12290202.0,24580404.0,114708552.0,4096734.0,1.2025,Mid-term,9.333333333333334,1,4096734.0,2,2048367.0,1.0
Kota Bekasi,Perempuan,Married,0,D2,0.0,9.48,Finance & Accounting,Staff,4278435.0,0.0,Medium,Excellent,30,1076,12835305.0,25670610.0,149745225.0,4278435.0,1.185,Mid-term,35.0,1,4278435.0,3,1426145.0,2.4000000000000004
Tangerang,Laki-laki,Single,0,D1,5.0,9.68,Corporate Strategy & Communications,Staff,3646838.0,0.0,High,Good,25,499,10940514.0,21881028.0,58349408.0,3646838.0,1.21,Mid-term,2.6666666666666665,1,3646838.0,2,1823419.0,2.6
Kabupaten Bekasi,Laki-laki,Married,2,D1,2.0,9.75,HR,Senior,8571155.856942877,0.0,High,Excellent,52,929,25713467.57082863,51426935.14165726,257134675.70828632,2857051.9523142925,1.21875,Mid-term,10.0,3,2857051.9523142925,2,4285577.928471439,3.0
Kota Jakarta Utara,Perempuan,Single,0,SLTA,0.0,9.44,Engineering & IT,Manager,14465996.07728671,0.0,High,Excellent,46,426,43397988.23186013,86795976.46372026,202523945.082014,14465996.07728671,1.18,Mid-term,14.0,4,3616499.019321677,1,14465996.07728671,3.0
Kota Jakarta Selatan,Perempuan,Married,2,D1,2.0,9.19,Marketing,Manager,7058638.105971491,0.0,Very High,Excellent,51,861,21175914.31791447,42351828.63582894,197641866.9672017,2352879.368657164,1.14875,Mid-term,9.333333333333334,4,1764659.5264928727,2,3529319.052985745,3.6
Kabupaten Bogor,Laki-laki,Married,2,D3,7.0,9.82,Finance & Accounting,Manager,8297224.167721441,0.0,Very High,Outstanding,49,844,24891672.50316432,49783345.00632864,232322276.6962004,2765741.3892404805,1.2275,Mid-term,3.5,4,2074306.0419303605,4,2074306.0419303605,4.0
