domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,absence_ratio,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,married_dependent_ratio,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance,resign_risk_indicator,adjusted_work_time
Tangerang,Perempuan,Married,2,SLTA,11.0,9.38,Finance & Accounting,Staff,2449885,0.0,Low,Good,26.0,768,7349655,14699310,61247125,1.2890625,816628.3333333334,1.1725,Mid-term,2.083333333333333,3,1,2449885.0,1,2449885.0,1.4,Medium,9.334162594402487
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,5.0,9.03,Operations,Staff,2551165,0.0,High,Low,44.0,1058,7653495,15306990,89290775,0.4253308128544423,850388.3333333334,1.12875,Mid-term,5.833333333333333,3,1,2551165.0,1,2551165.0,2.2,Medium,9.015671215487146
Kabupaten Bogor,Perempuan,Single,0,D1,3.0,9.56,Finance & Accounting,Staff,3205064,0.0,Medium,Excellent,31.0,850,9615192,19230384,89741792,0.3176470588235294,3205064.0,1.195,Mid-term,7.0,1,1,3205064.0,2,1602532.0,2.4000000000000004,Medium,9.54862356207854
Kota Bekasi,Laki-laki,Married,2,SLTA,3.0,9.72,Finance & Accounting,Staff,1441424,0.0,Medium,Excellent,33.0,422,4324272,8648544,20179936,0.6398104265402843,480474.6666666667,1.215,Mid-term,3.5,3,1,1441424.0,1,1441424.0,2.4000000000000004,Medium,9.696875495638382
Kota Jakarta Pusat,Laki-laki,Married,3,D3,8.0,9.52,Marketing,Staff,3466933,0.0,Medium,Excellent,35.0,765,10400799,20801598,86673325,0.9411764705882352,866733.25,1.19,Mid-term,2.7777777777777777,4,1,3466933.0,4,866733.25,2.4000000000000004,Medium,9.486166148378498
Kota Jakarta Barat,Perempuan,Married,0,SLTA,6.0,9.07,Corporate Strategy & Communications,Staff,1714913,0.0,High,Good,44.0,391,5144739,10289478,22293869,1.381074168797954,1714913.0,1.13375,Mid-term,1.8571428571428568,1,1,1714913.0,1,1714913.0,2.6,Medium,9.0235269000854
Kabupaten Bekasi,Laki-laki,Married,4,SLTA,12.0,9.1,Engineering & IT,Staff,1614977,0.0,High,Good,53.0,828,4844931,9689862,43604379,1.3043478260869563,322995.4,1.1375,Mid-term,2.076923076923077,5,1,1614977.0,1,1614977.0,2.6,Medium,9.055080213903745
Kota Jakarta Utara,Perempuan,Married,1,SLTA,9.0,9.24,Service & Support,Staff,2146791,0.0,Low,Good,35.0,398,6440373,12880746,27908283,2.0351758793969847,1073395.5,1.155,Mid-term,1.3,2,1,2146791.0,1,2146791.0,1.4,Medium,9.168983774551664
Kepulauan Seribu,Laki-laki,Single,0,SLTA,1.0,9.42,Corporate Strategy & Communications,Staff,2902051,0.0,Low,Good,24.0,833,8706153,17412306,78355377,0.1080432172869147,2902051.0,1.1775,Mid-term,13.5,1,1,2902051.0,1,2902051.0,1.4,Medium,9.416125051419169
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,4.0,9.29,Finance & Accounting,Staff,1702393,0.0,Low,Good,37.0,436,5107179,10214358,23833502,0.8256880733944955,1702393.0,1.16125,Mid-term,2.8,1,1,1702393.0,1,1702393.0,1.4,Medium,9.260531324345756
Kota Jakarta Timur,Perempuan,Married,1,SLTA,10.0,9.49,Corporate Strategy & Communications,Staff,2050574,0.0,High,Low,44.0,406,6151722,12303444,26657462,2.2167487684729066,1025287.0,1.18625,Mid-term,1.181818181818182,2,1,2050574.0,1,2050574.0,2.2,Medium,9.408958155422717
Tangerang,Perempuan,Married,2,D2,0.0,9.51,Corporate Strategy & Communications,Staff,4832486,0.0,High,Good,28.0,713,14497458,28994916,111147178,0.0,1610828.6666666667,1.18875,Mid-term,23.0,3,1,4832486.0,3,1610828.6666666667,2.6,Medium,9.51
Kota Jakarta Utara,Perempuan,Married,2,D1,0.0,9.38,Marketing,Staff,4042067,0.0,High,Good,57.0,933,12126201,24252402,125304077,0.0,1347355.6666666667,1.1725,Mid-term,31.0,3,1,4042067.0,2,2021033.5,2.6,Medium,9.38
Tangerang,Laki-laki,Married,1,SLTA,8.0,9.55,Operations,Staff,1337439,0.0,Medium,Low,44.0,409,4012317,8024634,17386707,1.76039119804401,668719.5,1.19375,Mid-term,1.4444444444444444,2,1,1337439.0,1,1337439.0,1.6,Medium,9.48475661827498
Kota Jakarta Timur,Perempuan,Single,0,SLTA,5.0,9.3,Marketing,Staff,2469133,0.0,Low,Excellent,27.0,514,7407399,14814798,41975261,0.8754863813229572,2469133.0,1.1625,Mid-term,2.833333333333333,1,1,2469133.0,1,2469133.0,1.8000000000000005,Medium,9.26962769431744
Kabupaten Bogor,Perempuan,Married,2,SLTA,0.0,9.63,Operations,Staff,1215410,0.0,Medium,Excellent,30.0,749,3646230,7292460,29169840,0.0,405136.6666666667,1.20375,Mid-term,24.0,3,1,1215410.0,1,1215410.0,2.4000000000000004,Medium,9.63
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,1.0,9.5,Finance & Accounting,Staff,1537321,0.0,Low,Excellent,25.0,611,4611963,9223926,30746420,0.1472995090016366,1537321.0,1.1875,Mid-term,10.0,1,1,1537321.0,1,1537321.0,1.8000000000000005,Medium,9.494725152692949
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,7.0,9.56,HR,Staff,1281462,0.0,High,Low,37.0,786,3844386,7688772,33318012,0.801526717557252,320365.5,1.195,Mid-term,3.25,4,1,1281462.0,1,1281462.0,2.2,Medium,9.531413925672789
Kabupaten Bogor,Laki-laki,Married,0,D2,4.0,9.52,Service & Support,Staff,4106908,0.0,Low,Good,44.0,875,12320724,24641448,119100332,0.4114285714285715,4106908.0,1.19,Mid-term,5.8,1,1,4106908.0,3,1368969.3333333333,1.4,Medium,9.505415549597856
Kota Jakarta Utara,Perempuan,Married,3,D3,6.0,9.02,Corporate Strategy & Communications,Staff,3312325,0.0,High,Low,39.0,490,9936975,19873950,52997200,1.1020408163265305,828081.25,1.1275,Mid-term,2.2857142857142856,4,1,3312325.0,4,828081.25,2.2,Medium,8.982442748091604
Tangerang,Laki-laki,Single,0,SLTA,2.0,9.8,Engineering & IT,Staff,1146038,0.0,High,Good,26.0,410,3438114,6876228,14898494,0.4390243902439024,1146038.0,1.225,Mid-term,4.333333333333333,1,1,1146038.0,1,1146038.0,2.6,Medium,9.783262169086251
Tangerang,Perempuan,Married,0,SLTA,3.0,9.37,Finance & Accounting,Staff,1101127,0.0,Low,Low,30.0,804,3303381,6606762,28629302,0.335820895522388,1101127.0,1.17125,Mid-term,6.5,1,1,1101127.0,1,1101127.0,1.0,Medium,9.357992310978211
Tangerang,Perempuan,Married,1,SLTA,11.0,9.16,Corporate Strategy & Communications,Staff,1023377,0.0,High,Low,32.0,758,3070131,6140262,25584425,1.306068601583113,511688.5,1.145,Mid-term,2.083333333333333,2,1,1023377.0,1,1023377.0,2.2,Medium,9.115237672145714
Kabupaten Bekasi,Perempuan,Married,4,D2,6.0,9.29,Marketing,Staff,3023713,0.0,Medium,Low,45.0,614,9071139,18142278,60474260,0.8794788273615636,604742.6,1.16125,Mid-term,2.857142857142857,5,1,3023713.0,3,1007904.3333333334,1.6,Medium,9.25905052748473
Tangerang,Laki-laki,Married,3,D1,5.0,9.68,HR,Staff,3367957,0.0,High,Low,37.0,800,10103871,20207742,87566882,0.5625,841989.25,1.21,Mid-term,4.333333333333333,4,1,3367957.0,2,1683978.5,2.2,Medium,9.659325074754378
Kota Bogor,Perempuan,Single,0,SLTA,7.0,9.17,Marketing,Staff,2509641,0.0,Medium,Excellent,24.0,771,7528923,15057846,62741025,0.8171206225680934,2509641.0,1.14625,Mid-term,3.125,1,1,2509641.0,1,2509641.0,2.4000000000000004,Medium,9.141483784984452
Kota Jakarta Utara,Perempuan,Married,0,SLTA,9.0,9.3,HR,Staff,1878335,0.0,Low,Low,42.0,442,5635005,11270010,26296690,1.832579185520362,1878335.0,1.1625,Mid-term,1.4,1,1,1878335.0,1,1878335.0,1.0,Medium,9.233624107850911
Kota Jakarta Selatan,Perempuan,Married,1,D2,2.0,9.7,Marketing,Staff,4662193,0.0,Medium,Good,24.0,948,13986579,27973158,144527983,0.189873417721519,2331096.5,1.2125,Mid-term,10.333333333333334,2,1,4662193.0,3,1554064.3333333333,2.0,Medium,9.693049086348978
Kota Jakarta Selatan,Laki-laki,Single,0,SLTA,10.0,9.28,Corporate Strategy & Communications,Staff,2618349,0.0,Medium,Excellent,29.0,852,7855047,15710094,73313772,1.056338028169014,2618349.0,1.16,Mid-term,2.5454545454545454,1,1,2618349.0,1,2618349.0,2.4000000000000004,Medium,9.2431892106307
Kota Jakarta Timur,Laki-laki,Married,2,D2,4.0,9.74,Operations,Staff,4377309,0.0,Low,Good,44.0,1067,13131927,26263854,153205815,0.3373945641986879,1459103.0,1.2175,Mid-term,7.0,3,1,4377309.0,3,1459103.0,1.4,Medium,9.727635671215488
Kota Jakarta Timur,Perempuan,Married,1,SLTA,12.0,9.49,Service & Support,Staff,1442158,0.0,Low,Low,43.0,408,4326474,8652948,18748054,2.647058823529412,721079.0,1.18625,Mid-term,1.0,2,1,1442158.0,1,1442158.0,1.0,Medium,9.39274978650726
Kabupaten Bekasi,Laki-laki,Divorce,1,D2,7.0,9.04,HR,Staff,3261698,0.0,High,Excellent,33.0,445,9785094,19570188,45663772,1.4157303370786516,1630849.0,1.13,Mid-term,1.75,1,1,3261698.0,3,1087232.6666666667,3.0,Medium,8.989817605075336
Kabupaten Bekasi,Perempuan,Married,1,SLTA,7.0,9.72,HR,Staff,1532782,0.0,Low,Excellent,47.0,415,4598346,9196692,19926166,1.5180722891566267,766391.0,1.215,Mid-term,1.625,2,1,1532782.0,1,1532782.0,1.8000000000000005,Medium,9.661895815542271
Kota Jakarta Timur,Laki-laki,Married,3,SLTA,5.0,9.54,Finance & Accounting,Staff,2821029,0.0,High,Good,45.0,827,8463087,16926174,76167783,0.5441354292623942,705257.25,1.1925,Mid-term,4.5,4,1,2821029.0,1,2821029.0,2.6,Medium,9.520378445084328
Kota Depok,Laki-laki,Married,0,D3,1.0,9.79,Corporate Strategy & Communications,Staff,4333490,0.0,Medium,Good,45.0,563,13000470,26000940,78002820,0.1598579040852575,4333490.0,1.22375,Mid-term,9.0,1,1,4333490.0,4,1083372.5,2.0,Medium,9.783960518198642
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,6.0,9.24,Service & Support,Staff,2714928,0.0,Low,Good,40.0,988,8144784,16289568,86877696,0.5465587044534413,678732.0,1.155,Mid-term,4.571428571428571,4,1,2714928.0,1,2714928.0,1.4,Medium,9.22075668170774
Tangerang,Laki-laki,Married,3,SLTA,1.0,9.55,HR,Staff,1318840,0.0,Low,Low,46.0,404,3956520,7913040,17144920,0.2227722772277227,329710.0,1.19375,Mid-term,6.5,4,1,1318840.0,1,1318840.0,1.0,Medium,9.541844577284373
Kabupaten Bogor,Perempuan,Married,3,SLTA,12.0,9.69,HR,Staff,1904561,0.0,Low,Low,54.0,442,5713683,11427366,26663854,2.443438914027149,476140.25,1.21125,Mid-term,1.0769230769230769,4,1,1904561.0,1,1904561.0,1.0,Medium,9.597787470261697
Tangerang,Perempuan,Married,1,SLTA,8.0,9.3,Marketing,Staff,2127044,0.0,High,Excellent,28.0,407,6381132,12762264,27651572,1.769041769041769,1063522.0,1.1625,Mid-term,1.4444444444444444,2,1,2127044.0,1,2127044.0,3.0,Medium,9.236464560204952
Kabupaten Bogor,Perempuan,Married,3,D3,5.0,9.13,Engineering & IT,Staff,3379794,0.0,Low,Excellent,55.0,424,10139382,20278764,47317116,1.0613207547169812,844948.5,1.14125,Mid-term,2.333333333333333,4,1,3379794.0,4,844948.5,1.8000000000000005,Medium,9.09379857256146
Tangerang,Laki-laki,Married,2,D2,4.0,9.23,Engineering & IT,Staff,3796920,0.0,High,Good,37.0,554,11390760,22781520,68344560,0.6498194945848376,1265640.0,1.15375,Mid-term,3.6,3,1,3796920.0,3,1265640.0,2.6,Medium,9.207223935842071
Kota Bekasi,Perempuan,Single,0,SLTA,0.0,9.12,Service & Support,Staff,1120955,0.0,Medium,Good,28.0,857,3362865,6725730,31386740,0.0,1120955.0,1.14,Mid-term,28.0,1,1,1120955.0,1,1120955.0,2.0,Medium,9.12
Kabupaten Bogor,Laki-laki,Married,3,S1,3.0,9.6,Marketing,Junior,6109774,0.0,High,Excellent,47.0,725,18329322,36658644,146634576,0.3724137931034483,1527443.5,1.2,Mid-term,6.0,4,2,3054887.0,5,1221954.8,3.0,Medium,9.5866728366497
Kota Bogor,Laki-laki,Married,2,SLTA,11.0,9.86,Operations,Staff,1820916,0.0,Low,Excellent,42.0,773,5462748,10925496,45522900,1.2807244501940491,606972.0,1.2325,Mid-term,2.083333333333333,3,1,1820916.0,1,1820916.0,1.8000000000000005,Medium,9.81181697023545
Kota Jakarta Selatan,Perempuan,Divorce,3,D3,4.0,9.81,Finance & Accounting,Staff,3900389,0.0,High,Excellent,40.0,890,11701167,23402334,113111281,0.4044943820224719,975097.25,1.22625,Mid-term,5.8,1,1,3900389.0,4,975097.25,3.0,Medium,9.79497127537342
Kabupaten Bogor,Laki-laki,Divorce,1,SLTA,1.0,9.52,HR,Staff,2899188,0.0,Low,Excellent,34.0,811,8697564,17395128,78278076,0.1109741060419235,1449594.0,1.19,Mid-term,13.5,1,1,2899188.0,1,2899188.0,1.8000000000000005,Medium,9.516083916083916
Kabupaten Bekasi,Laki-laki,Married,1,D2,5.0,9.4,Service & Support,Staff,3336253,0.0,High,Good,28.0,813,10008759,20017518,90078831,0.5535055350553506,1668126.5,1.175,Mid-term,4.5,2,1,3336253.0,3,1112084.3333333333,2.6,Medium,9.3806663924311
Tangerang,Perempuan,Single,0,D1,2.0,9.0,Corporate Strategy & Communications,Staff,3766248,0.0,High,Excellent,28.0,800,11298744,22597488,97922448,0.2249999999999999,3766248.0,1.125,Mid-term,8.666666666666666,1,1,3766248.0,2,1883124.0,3.0,Medium,8.992310978214437
Kota Bekasi,Perempuan,Married,2,SLTA,8.0,9.58,Service & Support,Staff,2314350,0.0,Medium,Low,48.0,589,6943050,13886100,43972650,1.222410865874363,771450.0,1.1975,Mid-term,2.111111111111111,3,1,2314350.0,1,2314350.0,1.6,Medium,9.53520748100526
Kota Jakarta Timur,Perempuan,Married,1,SLTA,3.0,9.68,Engineering & IT,Staff,1200889,0.0,Low,Low,33.0,407,3602667,7205334,15611557,0.6633906633906634,600444.5,1.21,Mid-term,3.25,2,1,1200889.0,1,1200889.0,1.0,Medium,9.655200683176773
Kota Bekasi,Laki-laki,Divorce,1,SLTA,2.0,9.64,Service & Support,Staff,1050534,0.0,Low,Low,37.0,778,3151602,6303204,26263350,0.2313624678663239,525267.0,1.205,Mid-term,8.333333333333334,1,1,1050534.0,1,1050534.0,1.0,Medium,9.631434917814303
Kabupaten Bogor,Perempuan,Married,1,D3,3.0,9.88,Engineering & IT,Staff,4430505,0.0,Low,Excellent,29.0,1014,13291515,26583030,146206665,0.2662721893491124,2215252.5,1.235,Mid-term,8.25,2,1,4430505.0,4,1107626.25,1.8000000000000005,Medium,9.870023561090544
Tangerang,Laki-laki,Divorce,3,D2,2.0,9.88,Service & Support,Staff,4512554,0.0,High,Good,40.0,478,13537662,27075324,67688310,0.3765690376569038,1128138.5,1.235,Mid-term,5.0,1,1,4512554.0,3,1504184.6666666667,2.6,Medium,9.865373797187267
Kabupaten Bogor,Laki-laki,Married,1,D3,5.0,9.32,Creative & Design,Staff,4919903,0.0,High,Excellent,37.0,584,14759709,29519418,93478157,0.7705479452054794,2459951.5,1.165,Mid-term,3.1666666666666665,2,1,4919903.0,4,1229975.75,3.0,Medium,9.292764465225014
Kabupaten Bogor,Laki-laki,Married,0,SLTA,4.0,9.81,Engineering & IT,Staff,1175131,0.0,Low,Good,51.0,505,3525393,7050786,18802096,0.712871287128713,1175131.0,1.22625,Mid-term,3.2,1,1,1175131.0,1,1175131.0,1.4,Medium,9.782768910478834
Tangerang,Laki-laki,Married,3,D3,8.0,9.64,Service & Support,Staff,3176858,0.0,Medium,Excellent,50.0,1017,9530574,19061148,104836314,0.7079646017699115,794214.5,1.205,Mid-term,3.6666666666666665,4,1,3176858.0,4,794214.5,2.4000000000000004,Medium,9.614042409962977
Kota Jakarta Selatan,Perempuan,Married,0,SLTA,0.0,9.07,Operations,Staff,1327568,0.0,Medium,Excellent,33.0,383,3982704,7965408,15930816,0.0,1327568.0,1.13375,Mid-term,12.0,1,1,1327568.0,1,1327568.0,2.4000000000000004,Medium,9.07
Tangerang,Perempuan,Married,0,SLTA,0.0,9.05,Creative & Design,Staff,1944208,0.0,Medium,Low,34.0,413,5832624,11665248,25274704,0.0,1944208.0,1.13125,Mid-term,13.0,1,1,1944208.0,1,1944208.0,1.6,Medium,9.05
Kota Jakarta Pusat,Perempuan,Married,3,SLTA,2.0,9.07,Finance & Accounting,Staff,2818376,0.0,Medium,Excellent,40.0,442,8455128,16910256,39457264,0.4072398190045249,704594.0,1.13375,Mid-term,4.666666666666667,4,1,2818376.0,1,2818376.0,2.4000000000000004,Medium,9.055614591593974
Kota Depok,Perempuan,Married,3,D2,2.0,9.07,Corporate Strategy & Communications,Staff,3945014,0.0,High,Low,41.0,866,11835042,23670084,110460392,0.207852193995381,986253.5,1.13375,Mid-term,9.333333333333334,4,1,3945014.0,3,1315004.6666666667,2.2,Medium,9.062804442681475
Tangerang,Perempuan,Single,0,SLTA,11.0,9.74,Operations,Staff,1153887,0.0,Medium,Good,26.0,512,3461661,6923322,19616079,1.93359375,1153887.0,1.2175,Mid-term,1.4166666666666667,1,1,1153887.0,1,1153887.0,2.0,Medium,9.670019595035924
Kota Depok,Perempuan,Married,3,SLTA,7.0,9.47,Service & Support,Staff,1129896,0.0,High,Excellent,57.0,423,3389688,6779376,15818544,1.4893617021276595,282474.0,1.18375,Mid-term,1.75,4,1,1129896.0,1,1129896.0,3.0,Medium,9.417430610626488
Kepulauan Seribu,Laki-laki,Married,1,SLTA,12.0,9.6,Operations,Staff,1983216,0.0,Medium,Low,34.0,434,5949648,11899296,27765024,2.4884792626728114,991608.0,1.2,Mid-term,1.0769230769230769,2,1,1983216.0,1,1983216.0,1.6,Medium,9.5086439333862
Tangerang,Perempuan,Married,3,SLTA,3.0,9.02,HR,Staff,1098687,0.0,Low,Low,42.0,824,3296061,6592122,29664549,0.3276699029126214,274671.75,1.1275,Mid-term,6.75,4,1,1098687.0,1,1098687.0,1.0,Medium,9.008868778280544
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,0.0,9.57,Marketing,Staff,1976578,0.0,High,Low,30.0,412,5929734,11859468,25695514,0.0,1976578.0,1.19625,Mid-term,13.0,1,1,1976578.0,1,1976578.0,2.2,Medium,9.57
Kota Jakarta Selatan,Laki-laki,Married,1,D1,0.0,9.42,Service & Support,Staff,3387439,0.0,Low,Low,32.0,416,10162317,20324634,44036707,0.0,1693719.5,1.1775,Mid-term,13.0,2,1,3387439.0,2,1693719.5,1.0,Medium,9.42
Kota Jakarta Timur,Perempuan,Married,1,D2,0.0,9.84,Operations,Staff,4675337,0.0,Low,Good,44.0,450,14026011,28052022,70130055,0.0,2337668.5,1.23,Mid-term,15.0,2,1,4675337.0,3,1558445.6666666667,1.4,Medium,9.84
Kota Jakarta Pusat,Perempuan,Married,2,SLTA,9.0,9.57,Corporate Strategy & Communications,Staff,2343119,0.0,Low,Excellent,40.0,768,7029357,14058714,58577975,1.0546875,781039.6666666666,1.19625,Mid-term,2.5,3,1,2343119.0,1,2343119.0,1.8000000000000005,Medium,9.531737005775213
Kabupaten Bekasi,Laki-laki,Married,2,D1,3.0,9.14,Creative & Design,Staff,4394693,0.0,High,Excellent,42.0,504,13184079,26368158,70315088,0.5357142857142857,1464897.6666666667,1.1425,Mid-term,4.0,3,1,4394693.0,2,2197346.5,3.0,Medium,9.120971547536431
Kepulauan Seribu,Laki-laki,Single,0,D2,3.0,9.86,Creative & Design,Staff,4409866,0.0,High,Excellent,24.0,817,13229598,26459196,119066382,0.3304773561811505,4409866.0,1.2325,Mid-term,6.75,1,1,4409866.0,3,1469955.3333333333,3.0,Medium,9.847832167832168
Kota Bekasi,Perempuan,Divorce,1,D1,4.0,9.68,Operations,Staff,4768869,0.0,Medium,Excellent,44.0,1024,14306607,28613214,162141546,0.3515625,2384434.5,1.21,Mid-term,6.8,1,1,4768869.0,2,2384434.5,2.4000000000000004,Medium,9.66735053903953
Kabupaten Bekasi,Perempuan,Divorce,3,SLTA,7.0,9.36,Engineering & IT,Staff,1076129,0.0,High,Good,40.0,797,3228387,6456774,27979354,0.7904642409033876,269032.25,1.17,Mid-term,3.25,1,1,1076129.0,1,1076129.0,2.6,Medium,9.332011960700555
Kota Jakarta Timur,Laki-laki,Married,2,SLTA,12.0,9.63,Marketing,Staff,1256413,0.0,Medium,Excellent,51.0,417,3769239,7538478,16333369,2.5899280575539567,418804.3333333333,1.20375,Mid-term,1.0,3,1,1256413.0,1,1256413.0,2.4000000000000004,Medium,9.53131511528608
Kabupaten Bekasi,Perempuan,Married,2,SLTA,1.0,9.82,Operations,Staff,1880783,0.0,Medium,Good,34.0,808,5642349,11284698,48900358,0.1113861386138613,626927.6666666666,1.2275,Mid-term,13.0,3,1,1880783.0,1,1880783.0,2.0,Medium,9.8158052114481
Kabupaten Bekasi,Perempuan,Married,2,SLTA,10.0,9.56,Engineering & IT,Staff,2012744,0.0,High,Good,45.0,901,6038232,12076464,60382320,0.9988901220865704,670914.6666666666,1.195,Mid-term,2.727272727272727,3,1,2012744.0,1,2012744.0,2.6,Medium,9.524605701592003
Kabupaten Bogor,Laki-laki,Married,3,SLTA,13.0,9.88,Creative & Design,Staff,2216678,0.0,Low,Good,38.0,781,6650034,13300068,57633628,1.4980793854033292,554169.5,1.235,Mid-term,1.8571428571428568,4,1,2216678.0,1,2216678.0,1.4,Medium,9.825134557881247
Kabupaten Bekasi,Perempuan,Divorce,0,SLTA,10.0,9.1,Operations,Staff,2077560,0.0,High,Excellent,44.0,905,6232680,12465360,62326800,0.994475138121547,2077560.0,1.1375,Mid-term,2.727272727272727,1,1,2077560.0,1,2077560.0,3.0,Medium,9.066308774527952
Kota Jakarta Barat,Laki-laki,Married,0,SLTA,2.0,9.87,Finance & Accounting,Staff,1954907,0.0,High,Excellent,53.0,424,5864721,11729442,27368698,0.4245283018867924,1954907.0,1.23375,Mid-term,4.666666666666667,1,1,1954907.0,1,1954907.0,3.0,Medium,9.854345757335448
Kota Jakarta Timur,Perempuan,Single,0,D2,6.0,9.8,HR,Staff,4047847,0.0,Medium,Excellent,37.0,399,12143541,24287082,52622011,1.3533834586466165,4047847.0,1.225,Mid-term,1.8571428571428568,1,1,4047847.0,3,1349282.3333333333,2.4000000000000004,Medium,9.749786507258754
Kota Jakarta Pusat,Perempuan,Married,1,D3,4.0,9.37,Creative & Design,Staff,4026015,0.0,High,Low,52.0,451,12078045,24156090,60390225,0.7982261640798226,2013007.5,1.17125,Mid-term,3.0,2,1,4026015.0,4,1006503.75,2.2,Medium,9.342257586972613
Kabupaten Bogor,Perempuan,Married,2,D3,0.0,9.4,Finance & Accounting,Staff,4853415,0.0,High,Low,37.0,820,14560245,29120490,131042205,0.0,1617805.0,1.175,Mid-term,27.0,3,1,4853415.0,4,1213353.75,2.2,Medium,9.4
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,0.0,9.43,Operations,Staff,1097522,0.0,High,Excellent,31.0,806,3292566,6585132,28535572,0.0,1097522.0,1.17875,Mid-term,26.0,1,1,1097522.0,1,1097522.0,3.0,Medium,9.43
Kabupaten Bekasi,Laki-laki,Married,2,D1,7.0,9.25,Engineering & IT,Staff,3532397,0.0,Medium,Good,42.0,801,10597191,21194382,91842322,0.7865168539325842,1177465.6666666667,1.15625,Mid-term,3.25,3,1,3532397.0,2,1766198.5,2.0,Medium,9.222340879965826
Tangerang,Perempuan,Married,1,SLTA,11.0,9.24,HR,Staff,1866083,0.0,High,Low,40.0,386,5598249,11196498,22392996,2.5647668393782386,933041.5,1.155,Mid-term,1.0,2,1,1866083.0,1,1866083.0,2.2,Medium,9.145975948196115
Kabupaten Bekasi,Perempuan,Single,0,D1,2.0,9.3,Engineering & IT,Staff,3255295,0.0,Medium,Good,42.0,445,9765885,19531770,45574130,0.4044943820224719,3255295.0,1.1625,Mid-term,4.666666666666667,1,1,3255295.0,2,1627647.5,2.0,Medium,9.285249801744648
Kabupaten Bogor,Laki-laki,Single,0,SLTA,12.0,9.56,Operations,Staff,1936428,0.0,Medium,Excellent,24.0,657,5809284,11618568,40664988,1.6438356164383563,1936428.0,1.195,Mid-term,1.6153846153846154,1,1,1936428.0,1,1936428.0,2.4000000000000004,Medium,9.499333685880488
Kota Bekasi,Laki-laki,Married,1,D2,6.0,9.32,Creative & Design,Staff,3138231,0.0,High,Low,31.0,772,9414693,18829386,78455775,0.6994818652849741,1569115.5,1.165,Mid-term,3.571428571428572,2,1,3138231.0,3,1046077.0,2.2,Medium,9.295157707685474
Kota Jakarta Pusat,Perempuan,Married,2,SLTA,13.0,9.2,Operations,Staff,1740931,0.0,High,Low,54.0,810,5222793,10445586,47005137,1.4444444444444444,580310.3333333334,1.15,Mid-term,1.9285714285714288,3,1,1740931.0,1,1740931.0,2.2,Medium,9.150802139037433
Kota Jakarta Utara,Perempuan,Married,0,SLTA,0.0,9.1,Marketing,Staff,1673530,0.0,Medium,Good,28.0,413,5020590,10041180,21755890,0.0,1673530.0,1.1375,Mid-term,13.0,1,1,1673530.0,1,1673530.0,2.0,Medium,9.1
Tangerang,Laki-laki,Married,1,D3,5.0,9.09,Marketing,Staff,4152664,0.0,Medium,Excellent,26.0,421,12457992,24915984,58137296,1.0688836104513064,2076332.0,1.13625,Mid-term,2.333333333333333,2,1,4152664.0,4,1038166.0,2.4000000000000004,Medium,9.053957176843776
Tangerang,Perempuan,Married,2,SLTA,8.0,9.81,Service & Support,Staff,1889255,0.0,High,Good,36.0,398,5667765,11335530,24560315,1.809045226130653,629751.6666666666,1.22625,Mid-term,1.4444444444444444,3,1,1889255.0,1,1889255.0,2.6,Medium,9.742980358667806
Kota Bogor,Laki-laki,Married,1,D2,4.0,9.62,Corporate Strategy & Communications,Staff,3247458,0.0,Medium,Good,30.0,511,9742374,19484748,55206786,0.7045009784735812,1623729.0,1.2025,Mid-term,3.4,2,1,3247458.0,3,1082486.0,2.0,Medium,9.59486610058785
